"","City","County"
"25825","Salado, Texas","Bell"
"25826","Salado, Texas",NA
"25827","Salado, Texas","Bell"
"25828","Green Sea, South Carolina","Orleans"
"25829","Green Sea, South Carolina",NA
"25830","Green Sea, South Carolina","Orleans"
"25831","Dunlap, Tennessee","Sequatchie"
"25832","Dunlap, Tennessee",NA
"25833","Dunlap, Tennessee","Sequatchie"
"25834","Pawcatuck, Connecticut","Orleans"
"25835","Pawcatuck, Connecticut",NA
"25836","Pawcatuck, Connecticut","Orleans"
"25837","Colebrook, Connecticut","NULL"
"25838","Colebrook, Connecticut",NA
"25839","Colebrook, Connecticut","NULL"
"25840","Morrilton, Arkansas","Conway"
"25841","Morrilton, Arkansas",NA
"25842","Morrilton, Arkansas","Conway"
"25843","Butner, North Carolina","Granville"
"25844","Butner, North Carolina",NA
"25845","Butner, North Carolina","Granville"
"25846","Jackson, Louisiana","East Feliciana"
"25847","Jackson, Louisiana",NA
"25848","Jackson, Louisiana","East Feliciana"
"25849","Fouke, Arkansas","Miller"
"25850","Fouke, Arkansas",NA
"25851","Fouke, Arkansas","Miller"
"25852","Locust Fork, Alabama","Blount"
"25853","Locust Fork, Alabama",NA
"25854","Locust Fork, Alabama","Blount"
"25855","Brewster, Kansas","Thomas"
"25856","Brewster, Kansas",NA
"25857","Brewster, Kansas","Thomas"
"25858","Sutton, Nebraska","Clay"
"25859","Sutton, Nebraska",NA
"25860","Sutton, Nebraska","Clay"
"25861","Friendship, Arkansas","Hot Spring"
"25862","Friendship, Arkansas",NA
"25863","Friendship, Arkansas","Hot Spring"
"25864","Nashwauk, Minnesota","Itasca"
"25865","Nashwauk, Minnesota",NA
"25866","Nashwauk, Minnesota","Itasca"
"25867","Attleboro Falls, Massachusetts","Orleans"
"25868","Attleboro Falls, Massachusetts",NA
"25869","Attleboro Falls, Massachusetts","Orleans"
"25870","Addison, New York","Steuben County"
"25871","Addison, New York",NA
"25872","Addison, New York","Steuben County"
"25873","Marshall, Arkansas","Searcy"
"25874","Marshall, Arkansas",NA
"25875","Marshall, Arkansas","Searcy"
"25876","Dayton, Washington","Columbia"
"25877","Dayton, Washington",NA
"25878","Dayton, Washington","Columbia"
"25879","Brownstown, Indiana","Jackson"
"25880","Brownstown, Indiana",NA
"25881","Brownstown, Indiana","Jackson"
"25882","Cedar Key, Florida"," Levy"
"25883","Cedar Key, Florida",NA
"25884","Cedar Key, Florida"," Levy"
"25885","Apalachicola, Florida"," Franklin"
"25886","Apalachicola, Florida",NA
"25887","Apalachicola, Florida"," Franklin"
"25888","Boothbay Harbor, Maine","Lincoln County"
"25889","Boothbay Harbor, Maine",NA
"25890","Boothbay Harbor, Maine","Lincoln County"
"25891","Alma, Georgia","Bacon"
"25892","Alma, Georgia",NA
"25893","Alma, Georgia","Bacon"
"25894","Rochelle Park, New Jersey","Bergen"
"25895","Rochelle Park, New Jersey",NA
"25896","Rochelle Park, New Jersey","Bergen"
"25897","Germantown, Ohio","Montgomery"
"25898","Germantown, Ohio",NA
"25899","Germantown, Ohio","Montgomery"
"25900","Elkton, Virginia","Rockingham"
"25901","Elkton, Virginia",NA
"25902","Elkton, Virginia","Rockingham"
"25903","Burnt Hills, New York","Orleans"
"25904","Burnt Hills, New York",NA
"25905","Burnt Hills, New York","Orleans"
"25906","Yakima Indian Res, Washington","Orleans"
"25907","Yakima Indian Res, Washington",NA
"25908","Yakima Indian Res, Washington","Orleans"
"25909","Leesburg, Indiana","Kosciusko"
"25910","Leesburg, Indiana",NA
"25911","Leesburg, Indiana","Kosciusko"
"25912","Cleveland, New Mexico","Orleans"
"25913","Cleveland, New Mexico",NA
"25914","Cleveland, New Mexico","Orleans"
"25915","Toney, Alabama","Madison"
"25916","Toney, Alabama",NA
"25917","Toney, Alabama","Madison"
"25918","Payette, Idaho","Payette"
"25919","Payette, Idaho",NA
"25920","Payette, Idaho","Payette"
"25921","Barrow, Alaska","NULL"
"25922","Barrow, Alaska",NA
"25923","Barrow, Alaska","NULL"
"25924","Fort Huachuca, Arizona","NULL"
"25925","Fort Huachuca, Arizona",NA
"25926","Fort Huachuca, Arizona","NULL"
"25927","Lucasville, Ohio","Scioto"
"25928","Lucasville, Ohio",NA
"25929","Lucasville, Ohio","Scioto"
"25930","Ashley, Michigan","Gratiot"
"25931","Ashley, Michigan",NA
"25932","Ashley, Michigan","Gratiot"
"25933","Farmersburg, Indiana","Sullivan"
"25934","Farmersburg, Indiana",NA
"25935","Farmersburg, Indiana","Sullivan"
"25936","New Cumberland, West Virginia","Hancock"
"25937","New Cumberland, West Virginia",NA
"25938","New Cumberland, West Virginia","Hancock"
"25939","Lafayette, Minnesota","Nicollet"
"25940","Lafayette, Minnesota",NA
"25941","Lafayette, Minnesota","Nicollet"
"25942","Boylston, Massachusetts","Orleans"
"25943","Boylston, Massachusetts",NA
"25944","Boylston, Massachusetts","Orleans"
"25945","Bellflower, Missouri","Montgomery"
"25946","Bellflower, Missouri",NA
"25947","Bellflower, Missouri","Montgomery"
"25948","Oxford, New Jersey","Warren"
"25949","Oxford, New Jersey",NA
"25950","Oxford, New Jersey","Warren"
"25951","Hollins, Alabama","Clay"
"25952","Hollins, Alabama",NA
"25953","Hollins, Alabama","Clay"
"25954","Donnellson, Illinois","Montgomery and Bond"
"25955","Donnellson, Illinois",NA
"25956","Donnellson, Illinois","Montgomery and Bond"
"25957","California, Missouri","Moniteau"
"25958","California, Missouri",NA
"25959","California, Missouri","Moniteau"
"25960","Auke Bay, Alaska","Orleans"
"25961","Auke Bay, Alaska",NA
"25962","Auke Bay, Alaska","Orleans"
"25963","Wellington, Kansas","Sumner"
"25964","Wellington, Kansas",NA
"25965","Wellington, Kansas","Sumner"
"25966","Cowpens, South Carolina","Spartanburg"
"25967","Cowpens, South Carolina",NA
"25968","Cowpens, South Carolina","Spartanburg"
"25969","Cosby, Tennessee","Cocke"
"25970","Cosby, Tennessee",NA
"25971","Cosby, Tennessee","Cocke"
"25972","Noxapater, Mississippi","Winston"
"25973","Noxapater, Mississippi",NA
"25974","Noxapater, Mississippi","Winston"
"25975","Spring Green, Wisconsin","Sauk"
"25976","Spring Green, Wisconsin",NA
"25977","Spring Green, Wisconsin","Sauk"
"25978","Gordonsville, Tennessee","Smith"
"25979","Gordonsville, Tennessee",NA
"25980","Gordonsville, Tennessee","Smith"
"25981","Hastings, Michigan","Barry"
"25982","Hastings, Michigan",NA
"25983","Hastings, Michigan","Barry"
"25984","Locust Grove, Virginia","Orleans"
"25985","Locust Grove, Virginia",NA
"25986","Locust Grove, Virginia","Orleans"
"25987","Carnation, Washington","King"
"25988","Carnation, Washington",NA
"25989","Carnation, Washington","King"
"25990","Webster, Wisconsin","Orleans"
"25991","Webster, Wisconsin",NA
"25992","Webster, Wisconsin","Orleans"
"25993","Bonaire, Georgia","Houston"
"25994","Bonaire, Georgia",NA
"25995","Bonaire, Georgia","Houston"
"25996","Midland, North Carolina","Cabarrus"
"25997","Midland, North Carolina"," Mecklenburg[1]"
"25998","Belmont, Texas","NULL"
"25999","Belmont, Texas",NA
"26000","Belmont, Texas","NULL"
"26001","Mc Louth, Kansas","Orleans"
"26002","Mc Louth, Kansas",NA
"26003","Mc Louth, Kansas","Orleans"
"26004","Lyons, Kansas","Rice"
"26005","Lyons, Kansas",NA
"26006","Lyons, Kansas","Rice"
"26007","Dumas, Arkansas","Desha"
"26008","Dumas, Arkansas",NA
"26009","Dumas, Arkansas","Desha"
"26010","Arabi, Louisiana","St. Bernard"
"26011","Arabi, Louisiana",NA
"26012","Arabi, Louisiana","St. Bernard"
"26013","Holland, Texas","Bell"
"26014","Holland, Texas",NA
"26015","Holland, Texas","Bell"
"26016","Reed City, Michigan","Osceola"
"26017","Reed City, Michigan",NA
"26018","Reed City, Michigan","Osceola"
"26019","Mineola, Texas","Wood"
"26020","Mineola, Texas",NA
"26021","Mineola, Texas","Wood"
"26022","Avenal, California","Kings"
"26023","Avenal, California",NA
"26024","Avenal, California","Kings"
"26025","Central City, Colorado","Clear Creek"
"26026","Central City, Colorado"," Gilpin[1]"
"26027","Inwood, West Virginia","Berkeley"
"26028","Inwood, West Virginia",NA
"26029","Inwood, West Virginia","Berkeley"
"26030","Elburn, Illinois","Kane"
"26031","Elburn, Illinois",NA
"26032","Elburn, Illinois","Kane"
"26033","Fort Leonard Wood, Missouri","Pulaski"
"26034","Fort Leonard Wood, Missouri",NA
"26035","Fort Leonard Wood, Missouri","Pulaski"
"26036","Taneytown, Maryland","Carroll"
"26037","Taneytown, Maryland",NA
"26038","Taneytown, Maryland","Carroll"
"26039","Bernie, Missouri","Stoddard"
"26040","Bernie, Missouri",NA
"26041","Bernie, Missouri","Stoddard"
"26042","Saint Ignatius, Montana","Lake"
"26043","Saint Ignatius, Montana",NA
"26044","Saint Ignatius, Montana","Lake"
"26045","Mead, Colorado","Orleans"
"26046","Mead, Colorado",NA
"26047","Mead, Colorado","Orleans"
"26048","Wadsworth, Illinois","Lake"
"26049","Wadsworth, Illinois",NA
"26050","Wadsworth, Illinois","Lake"
"26051","Forreston, Illinois","Ogle"
"26052","Forreston, Illinois",NA
"26053","Forreston, Illinois","Ogle"
"26054","Aurelia, Iowa","Cherokee"
"26055","Aurelia, Iowa",NA
"26056","Aurelia, Iowa","Cherokee"
"26057","Elma, Iowa","Howard"
"26058","Elma, Iowa",NA
"26059","Elma, Iowa","Howard"
"26060","Kinzers, Pennsylvania","Lancaster"
"26061","Kinzers, Pennsylvania",NA
"26062","Kinzers, Pennsylvania","Lancaster"
"26063","Dalmatia, Pennsylvania","Northumberland"
"26064","Dalmatia, Pennsylvania",NA
"26065","Dalmatia, Pennsylvania","Northumberland"
"26066","Holland, Massachusetts","Hampden"
"26067","Holland, Massachusetts",NA
"26068","Holland, Massachusetts","Hampden"
"26069","Black River, New York","Jefferson"
"26070","Black River, New York",NA
"26071","Black River, New York","Jefferson"
"26072","Eagle, Wisconsin","Waukesha"
"26073","Eagle, Wisconsin",NA
"26074","Eagle, Wisconsin","Waukesha"
"26075","Adrian, Georgia","Johnson"
"26076","Adrian, Georgia"," Emanuel"
"26077","Kotzebue, Alaska","NULL"
"26078","Kotzebue, Alaska",NA
"26079","Kotzebue, Alaska","NULL"
"26080","Richmond, Minnesota","Stearns"
"26081","Richmond, Minnesota",NA
"26082","Richmond, Minnesota","Stearns"
"26083","Lonedell, Missouri","Orleans"
"26084","Lonedell, Missouri",NA
"26085","Lonedell, Missouri","Orleans"
"26086","West Salem, Illinois","Edwards"
"26087","West Salem, Illinois",NA
"26088","West Salem, Illinois","Edwards"
"26089","Jackson Center, Ohio","Shelby"
"26090","Jackson Center, Ohio",NA
"26091","Jackson Center, Ohio","Shelby"
"26092","Greenwood, Maine","Oxford"
"26093","Greenwood, Maine",NA
"26094","Greenwood, Maine","Oxford"
"26095","Schoolcraft, Michigan","Kalamazoo"
"26096","Schoolcraft, Michigan",NA
"26097","Schoolcraft, Michigan","Kalamazoo"
"26098","Taylor, Missouri","Orleans"
"26099","Taylor, Missouri",NA
"26100","Taylor, Missouri","Orleans"
"26101","Roosevelt, Utah","Duchesne"
"26102","Roosevelt, Utah",NA
"26103","Roosevelt, Utah","Duchesne"
"26104","Daleville, Alabama","Dale"
"26105","Daleville, Alabama",NA
"26106","Daleville, Alabama","Dale"
"26107","Rock Rapids, Iowa","Lyon"
"26108","Rock Rapids, Iowa",NA
"26109","Rock Rapids, Iowa","Lyon"
"26110","Randolph, Vermont","Orange"
"26111","Randolph, Vermont",NA
"26112","Randolph, Vermont","Orange"
"26113","Ludowici, Georgia","Long"
"26114","Ludowici, Georgia",NA
"26115","Ludowici, Georgia","Long"
"26116","Rineyville, Kentucky","Hardin"
"26117","Rineyville, Kentucky",NA
"26118","Rineyville, Kentucky","Hardin"
"26119","Peotone, Illinois","Orleans"
"26120","Peotone, Illinois",NA
"26121","Peotone, Illinois","Orleans"
"26122","Carlisle, Iowa","Warren"
"26123","Carlisle, Iowa"," Polk"
"26124","Airville, Pennsylvania","York"
"26125","Airville, Pennsylvania",NA
"26126","Airville, Pennsylvania","York"
"26127","Cannon Afb, New Mexico","Orleans"
"26128","Cannon Afb, New Mexico",NA
"26129","Cannon Afb, New Mexico","Orleans"
"26130","Belleair Beach, Florida"," Pinellas"
"26131","Belleair Beach, Florida",NA
"26132","Belleair Beach, Florida"," Pinellas"
"26133","Nonantum, Massachusetts","Orleans"
"26134","Nonantum, Massachusetts",NA
"26135","Nonantum, Massachusetts","Orleans"
"26136","Herminie, Pennsylvania","Orleans"
"26137","Herminie, Pennsylvania",NA
"26138","Herminie, Pennsylvania","Orleans"
"26139","Thatcher, Arizona","Graham"
"26140","Thatcher, Arizona",NA
"26141","Thatcher, Arizona","Graham"
"26142","Dexter, Missouri","Stoddard"
"26143","Dexter, Missouri",NA
"26144","Dexter, Missouri","Stoddard"
"26145","Jefferson, Ohio","Ashtabula"
"26146","Jefferson, Ohio",NA
"26147","Jefferson, Ohio","Ashtabula"
"26148","Gerald, Missouri","Franklin"
"26149","Gerald, Missouri",NA
"26150","Gerald, Missouri","Franklin"
"26151","Barton, Vermont","Orleans"
"26152","Barton, Vermont",NA
"26153","Barton, Vermont","Orleans"
"26154","Webster City, Iowa","Hamilton"
"26155","Webster City, Iowa",NA
"26156","Webster City, Iowa","Hamilton"
"26157","Russell, Kentucky","Greenup"
"26158","Russell, Kentucky",NA
"26159","Russell, Kentucky","Greenup"
"26160","Broussard, Louisiana","Lafayette"
"26161","Broussard, Louisiana"," St. Martin"
"26162","Bellaire, Ohio","Belmont"
"26163","Bellaire, Ohio",NA
"26164","Bellaire, Ohio","Belmont"
"26165","Cisne, Illinois","Wayne"
"26166","Cisne, Illinois",NA
"26167","Cisne, Illinois","Wayne"
"26168","De Witt, Iowa","Clinton"
"26169","De Witt, Iowa",NA
"26170","De Witt, Iowa","Clinton"
"26171","Osborn, Missouri","DeKalb"
"26172","Osborn, Missouri"," Clinton"
"26173","Cordova, South Carolina","Orangeburg"
"26174","Cordova, South Carolina",NA
"26175","Cordova, South Carolina","Orangeburg"
"26176","Mammoth Lakes, California","Mono"
"26177","Mammoth Lakes, California",NA
"26178","Mammoth Lakes, California","Mono"
"26179","Greenville, Utah","Beaver"
"26180","Greenville, Utah",NA
"26181","Greenville, Utah","Beaver"
"26182","Green Valley, Arizona","Pima"
"26183","Green Valley, Arizona",NA
"26184","Green Valley, Arizona","Pima"
"26185","Nashville, North Carolina","Nash"
"26186","Nashville, North Carolina",NA
"26187","Nashville, North Carolina","Nash"
"26188","Clayton, Ohio","Montgomery"
"26189","Clayton, Ohio",NA
"26190","Clayton, Ohio","Montgomery"
"26191","Zimmerman, Minnesota","Sherburne"
"26192","Zimmerman, Minnesota",NA
"26193","Zimmerman, Minnesota","Sherburne"
"26194","Maitland, Missouri","Holt"
"26195","Maitland, Missouri",NA
"26196","Maitland, Missouri","Holt"
"26197","Daleville, Virginia","Botetourt"
"26198","Daleville, Virginia",NA
"26199","Daleville, Virginia","Botetourt"
"26200","Marion, Kentucky","Crittenden"
"26201","Marion, Kentucky",NA
"26202","Marion, Kentucky","Crittenden"
"26203","Bangor, California","Butte County"
"26204","Bangor, California",NA
"26205","Bangor, California","Butte County"
"26206","Lyndonville, New York","Orleans"
"26207","Lyndonville, New York",NA
"26208","Lyndonville, New York","Orleans"
"26209","Lakeville, Massachusetts","Plymouth"
"26210","Lakeville, Massachusetts",NA
"26211","Lakeville, Massachusetts","Plymouth"
"26212","Ravenna, Michigan","Muskegon"
"26213","Ravenna, Michigan",NA
"26214","Ravenna, Michigan","Muskegon"
"26215","Piedmont, South Dakota","Meade"
"26216","Piedmont, South Dakota",NA
"26217","Piedmont, South Dakota","Meade"
"26218","Mena, Arizona","Orleans"
"26219","Mena, Arizona",NA
"26220","Mena, Arizona","Orleans"
"26221","Tilton, New Hampshire","Belknap"
"26222","Tilton, New Hampshire",NA
"26223","Tilton, New Hampshire","Belknap"
"26224","Medford, Wisconsin","Taylor"
"26225","Medford, Wisconsin",NA
"26226","Medford, Wisconsin","Taylor"
"26227","Elwood, Indiana","Madison"
"26228","Elwood, Indiana"," Tipton"
"26229","Cornish, Maine","York"
"26230","Cornish, Maine",NA
"26231","Cornish, Maine","York"
"26232","Rifle, Colorado","NULL"
"26233","Rifle, Colorado",NA
"26234","Rifle, Colorado","NULL"
"26235","Winterset, Iowa","Madison"
"26236","Winterset, Iowa",NA
"26237","Winterset, Iowa","Madison"
"26238","Pahokee, Florida","Palm Beach"
"26239","Pahokee, Florida",NA
"26240","Pahokee, Florida","Palm Beach"
"26241","Arapahoe, Nebraska","Furnas"
"26242","Arapahoe, Nebraska",NA
"26243","Arapahoe, Nebraska","Furnas"
"26244","Caroga Lake, New York","Orleans"
"26245","Caroga Lake, New York",NA
"26246","Caroga Lake, New York","Orleans"
"26247","South Glens Falls, New York","Saratoga"
"26248","South Glens Falls, New York",NA
"26249","South Glens Falls, New York","Saratoga"
"26250","Scottsville, New York","Orleans"
"26251","Scottsville, New York",NA
"26252","Scottsville, New York","Orleans"
"26253","Star City, Indiana","Pulaski"
"26254","Star City, Indiana",NA
"26255","Star City, Indiana","Pulaski"
"26256","Mattapoisett, Massachusetts","Plymouth"
"26257","Mattapoisett, Massachusetts",NA
"26258","Mattapoisett, Massachusetts","Plymouth"
"26259","Avon By The Sea, New Jersey","Monmouth"
"26260","Avon By The Sea, New Jersey",NA
"26261","Avon By The Sea, New Jersey","Monmouth"
"26262","Chillicothe, Missouri","Livingston"
"26263","Chillicothe, Missouri",NA
"26264","Chillicothe, Missouri","Livingston"
"26265","Bedminster, New Jersey","Somerset"
"26266","Bedminster, New Jersey",NA
"26267","Bedminster, New Jersey","Somerset"
"26268","Port Salerno, Florida"," Martin"
"26269","Port Salerno, Florida",NA
"26270","Port Salerno, Florida"," Martin"
"26271","Omro, Wisconsin","Winnebago"
"26272","Omro, Wisconsin",NA
"26273","Omro, Wisconsin","Winnebago"
"26274","Red Creek, New York","Wayne"
"26275","Red Creek, New York",NA
"26276","Red Creek, New York","Wayne"
"26277","Lava Hot Springs, Idaho","Bannock"
"26278","Lava Hot Springs, Idaho",NA
"26279","Lava Hot Springs, Idaho","Bannock"
"26280","Glouster, Ohio","Athens"
"26281","Glouster, Ohio",NA
"26282","Glouster, Ohio","Athens"
"26283","Butler, Indiana","DeKalb"
"26284","Butler, Indiana",NA
"26285","Butler, Indiana","DeKalb"
"26286","Oscoda, Michigan","Iosco"
"26287","Oscoda, Michigan",NA
"26288","Oscoda, Michigan","Iosco"
"26289","Villa Ridge, Missouri","Franklin"
"26290","Villa Ridge, Missouri",NA
"26291","Villa Ridge, Missouri","Franklin"
"26292","Yerington, Nevada","Lyon"
"26293","Yerington, Nevada",NA
"26294","Yerington, Nevada","Lyon"
"26295","Iselin, New Jersey","Middlesex"
"26296","Iselin, New Jersey",NA
"26297","Iselin, New Jersey","Middlesex"
"26298","Rainelle, West Virginia","Greenbrier"
"26299","Rainelle, West Virginia",NA
"26300","Rainelle, West Virginia","Greenbrier"
"26301","Brice, Ohio","Franklin"
"26302","Brice, Ohio",NA
"26303","Brice, Ohio","Franklin"
"26304","Evansdale, Iowa","Black Hawk"
"26305","Evansdale, Iowa",NA
"26306","Evansdale, Iowa","Black Hawk"
"26307","Youngtown, Arizona","Maricopa"
"26308","Youngtown, Arizona",NA
"26309","Youngtown, Arizona","Maricopa"
"26310","Williams, Arizona","Coconino"
"26311","Williams, Arizona",NA
"26312","Williams, Arizona","Coconino"
"26313","Wood Ridge, New Jersey","Bergen"
"26314","Wood Ridge, New Jersey",NA
"26315","Wood Ridge, New Jersey","Bergen"
"26316","Sunset Beach, California","Orange"
"26317","Sunset Beach, California",NA
